Template,Function,Genome,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,shotgunReadcount,RelavantPercentInVF,PercentageInShotgun,SampleID
VFG034873,"Type III secretion system effector EspX5",Escherichia coli O157:H7 str. EDL933,2821,34,1293,85.69,88.63,96.68,112.83,2.45,2718.6,1e-26,29658647,0.0383906816210701,1.45428516792478e-06,1042G
VFG000908,"Hemolysin D",Escherichia coli CFT073,2788,38,1437,86.5,87.61,98.73,114.14,2.02,2674.39,1e-26,29658647,0.0347730097553726,1.31724340897317e-06,1042G
VFG000907,"Hemolysin B",Escherichia coli CFT073,2672,57,2124,76.6,77.02,99.45,129.83,1.28,2505.53,1e-26,29658647,0.028631787412917,1.08460652448869e-06,1042G
VFG000932,"2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex",Escherichia coli CFT073,2143,43,1611,74.49,78.21,95.24,127.86,1.55,2015.95,1e-26,29658647,0.0267036107586809,1.01156487503135e-06,1042G
VFG002416,"polymerized tip adhesin of ECP fibers",Escherichia coli O157:H7 str. EDL933,2361,44,1644,77.55,78.1,99.3,128.04,1.47,2231.35,1e-26,29658647,0.0258077799056249,9.77629725470115e-07,1042G
VFG048830,"6-phosphogluconate dehydrogenase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,1997,38,1407,70.29,73.77,95.28,135.55,1.61,1885.71,1e-26,29658647,0.0228496852117822,8.65573542643413e-07,1042G
VFG034849,"Type III secretion system effector EspX1",Escherichia coli O157:H7 str. EDL933,1500,38,1422,80.94,86.43,93.65,115.7,1.31,1388,1e-26,29658647,0.0220148570368552,8.33949247858925e-07,1042G
VFG034866,"Type III secretion system effector EspX4",Escherichia coli O157:H7 str. EDL933,1520,42,1581,71.92,76.6,93.89,130.55,1.22,1395.9,1e-26,29658647,0.0202023055220637,7.65287617672758e-07,1042G
VFG044159,"enterobactin/ferric enterobactin esterase",Escherichia coli CFT073,1567,32,1203,71.9,74.4,96.65,134.41,1.42,1471.7,1e-26,29658647,0.0173783032654049,6.58311017554487e-07,1042G
VFG044165,"enterobactin exporter, iron-regulated",Escherichia coli CFT073,1314,34,1251,76.58,80.5,95.13,124.23,1.22,1215.32,1e-26,29658647,0.0167993889476716,6.3638104730575e-07,1042G
VFG000933,"isochorismatase",Escherichia coli CFT073,1399,23,858,79.72,81.12,98.28,123.28,1.74,1330.56,1e-26,29658647,0.016559413182767,6.27290476864548e-07,1042G
VFG000926,"ferrienterobactin ABC transporter permease",Escherichia coli CFT073,970,27,1017,74.04,77.09,96.05,129.72,1.08,889.82,1e-26,29658647,0.0115777247009844,4.38578128858151e-07,1042G
VFG000877,"FimF protein precursor",Escherichia coli CFT073,804,14,534,83.52,85.21,98.02,117.36,1.6,761.26,1e-26,29658647,0.0099547938189373,3.77099556176784e-07,1042G
VFG000875,"Chaperone protein fimC precursor",Escherichia coli CFT073,904,19,726,72.18,73.14,98.68,136.72,1.31,846.23,1e-26,29658647,0.00951137570340555,3.60302344942768e-07,1042G
VFG000871,"Type 1 fimbriae Regulatory protein fimB",Escherichia coli CFT073,799,16,603,72.31,73.96,97.76,135.2,1.42,750.89,1e-26,29658647,0.00865930473585451,3.28024872446716e-07,1042G
VFG002414,"E. coli common pilus structural subunit EcpA",Escherichia coli O157:H7 str. EDL933,745,16,588,70.75,71.26,99.28,140.33,1.28,698.12,1e-26,29658647,0.00733353853215754,2.77803254992696e-07,1042G
VFG000878,"FimG protein precursor",Escherichia coli CFT073,438,13,504,77.78,79.76,97.51,125.37,0.93,398.23,1e-26,29658647,0.00511186169039066,1.93643465625209e-07,1042G
VFG000906,"Hemolysin A",Escherichia coli CFT073,304326,3077,3075,99.38,100,99.38,100,101.09,295215.77,1e-26,37755827,0.06642565393597,0.000110307211668106,1042H
VFG034772,"Type III secretion system effector EspL4",Escherichia coli O157:H7 str. EDL933,255199,2215,2187,97.35,100,97.35,100,127.38,248629.06,1e-26,37755827,0.0595295431311606,9.88554500495287e-05,1042H
VFG000929,"phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex",Escherichia coli CFT073,178257,795,771,94.81,100,94.81,100,348.23,175884.43,1e-26,37755827,0.0573724086078483,9.52732874307164e-05,1042H
VFG045349,"adhesin FdeC",Escherichia coli O45:K1:H7 str. S88,221832,4343,4251,93.86,99.39,94.44,100.62,61.15,209133.94,1e-26,37755827,0.0552093684070296,9.1681317775313e-05,1042H
VFG000876,"Outer membrane usher protein fimD precursor",Escherichia coli CFT073,235268,2684,2637,98.6,100,98.6,100,93.61,227335.08,1e-26,37755827,0.0527490809077414,8.75957358070877e-05,1042H
VFG000930,"enterobactin synthase multienzyme complex component, ATP-dependent",Escherichia coli CFT073,217693,3970,3882,95.08,99.33,95.72,100.67,63.83,206065.94,1e-26,37755827,0.0525948635667681,8.73396407012716e-05,1042H
VFG000907,"Hemolysin B",Escherichia coli CFT073,216357,2172,2124,99.44,100,99.44,100,104.07,209926.81,1e-26,37755827,0.04723485525839,7.84387487117852e-05,1042H
VFG002415,"E. coli common pilus usher EcpC",Escherichia coli O157:H7 str. EDL933,169740,2613,2526,98.77,100,98.77,100,70.25,162059.41,1e-26,37755827,0.0379194645982169,6.29695028942988e-05,1042H
VFG001444,"putative arylsulfatase",Escherichia coli O18:K1:H7 str. RS218,134866,1489,1428,93.63,100.07,93.56,99.93,116.08,130463.34,1e-26,37755827,0.0354463913924375,5.88626888335205e-05,1042H
VFG034866,"Type III secretion system effector EspX4",Escherichia coli O157:H7 str. EDL933,122972,1653,1581,93.36,100,93.36,100,96.1,118099.06,1e-26,37755827,0.0324666724497226,5.39145329833373e-05,1042H
VFG000908,"Hemolysin D",Escherichia coli CFT073,145806,1494,1437,98.89,100,98.89,100,105.23,141382.57,1e-26,37755827,0.0323131175456185,5.36595379278725e-05,1042H
VFG000923,"ferrienterobactin outer membrane transporter",Escherichia coli CFT073,116448,2347,2241,96.74,100,96.74,100,57.44,109589.9,1e-26,37755827,0.0275067201925871,4.56779787144259e-05,1042H
VFG034873,"Type III secretion system effector EspX5",Escherichia coli O157:H7 str. EDL933,109039,1356,1293,97.14,100,97.14,100,92.96,105035.43,1e-26,37755827,0.025684857573827,4.26525725104992e-05,1042H
VFG000932,"2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex",Escherichia coli CFT073,94547,1696,1611,95.47,100,95.47,100,67.68,89577.38,1e-26,37755827,0.0232990606752594,3.86906904981507e-05,1042H
VFG002416,"polymerized tip adhesin of ECP fibers",Escherichia coli O157:H7 str. EDL933,100688,1728,1644,99.09,100,99.09,100,63.12,95618.76,1e-26,37755827,0.0221743718105649,3.68230191195865e-05,1042H
VFG000931,"isochorismate synthase 1",Escherichia coli CFT073,88825,1252,1188,97.9,100,97.9,100,80.36,85137.02,1e-26,37755827,0.0204004097572233,3.38771571503875e-05,1042H
VFG044165,"enterobactin exporter, iron-regulated",Escherichia coli CFT073,81183,1321,1251,95.44,100,95.44,100,74.3,77303.5,1e-26,37755827,0.0198622592132444,3.29834981128537e-05,1042H
VFG044159,"enterobactin/ferric enterobactin esterase",Escherichia coli CFT073,73967,1272,1203,96.67,100,96.67,100,68.74,70234.61,1e-26,37755827,0.0176708596307564,2.9344434539194e-05,1042H
VFG000879,"FimH protein precursor",Escherichia coli CFT073,74957,964,912,97.37,100,97.37,100,89.57,72112.08,1e-26,37755827,0.0174558071190427,2.89873158429713e-05,1042H
VFG000875,"Chaperone protein fimC precursor",Escherichia coli CFT073,68636,769,726,98.9,100,98.9,100,98.32,66363.01,1e-26,37755827,0.0152532016762293,2.53296436876328e-05,1042H
VFG034849,"Type III secretion system effector EspX1",Escherichia coli O157:H7 str. EDL933,58828,1510,1422,93.25,100,93.25,100,50.15,54449.1,1e-26,37755827,0.0152388802277356,2.53058613240914e-05,1042H
VFG034754,"Type III secretion system effector espL1",Escherichia coli O157:H7 str. EDL933,66184,2013,1899,97.68,100.05,97.63,99.95,37.51,60381.86,1e-26,37755827,0.0152290090155051,2.5289469074525e-05,1042H
VFG000924,"ferrienterobactin ABC transporter periplasmic binding protein",Escherichia coli CFT073,63027,1015,957,97.49,100,97.49,100,71.59,60046.02,1e-26,37755827,0.0146401936774338,2.43116754920535e-05,1042H
VFG000926,"ferrienterobactin ABC transporter permease",Escherichia coli CFT073,59995,1079,1017,95.97,100,95.97,100,66.81,56832.69,1e-26,37755827,0.0145192755209936,2.41108773984461e-05,1042H
VFG000933,"isochorismatase",Escherichia coli CFT073,59124,910,858,98.14,100,98.14,100,73.3,56446.53,1e-26,37755827,0.0134392113666681,2.23173103317047e-05,1042H
VFG000928,"iron-enterobactin ABC transporter permease",Escherichia coli CFT073,51441,1056,993,94.06,100,94.06,100,61.09,48357.44,1e-26,37755827,0.0129628917854114,2.15263285082968e-05,1042H
VFG048830,"6-phosphogluconate dehydrogenase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,50899,1496,1407,95.59,100,95.59,100,41.7,46579.43,1e-26,37755827,0.01253754989369,2.0820000827629e-05,1042H
VFG000925,"ferrienterobactin ABC transporter ATPase",Escherichia coli CFT073,51800,867,816,97.3,100,97.3,100,69.22,49253.76,1e-26,37755827,0.0120699167773881,2.00434438487146e-05,1042H
VFG000871,"Type 1 fimbriae Regulatory protein fimB",Escherichia coli CFT073,52505,641,603,98.18,100,98.18,100,92.76,50612.5,1e-26,37755827,0.0119525501350327,1.9848543440605e-05,1042H
VFG000872,"Type 1 fimbriae Regulatory protein fimE",Escherichia coli CFT073,53663,634,597,99.16,100,99.16,100,92.25,51788.89,1e-26,37755827,0.0117685573448731,1.95430028783833e-05,1042H
VFG049144,"acriflavine resistance protein B",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,35954,3361,3147,77.15,90.78,84.98,110.15,18.75,27019.74,1e-26,37755827,0.0114464473579298,1.90081032965981e-05,1042H
VFG048797,"UDP-glucose 6-dehydrogenase",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,45388,1243,1167,95.8,100,95.8,100,44.58,41791.31,1e-26,37755827,0.0111171494013699,1.84612672890649e-05,1042H
VFG048990,"UTP-glucose-1-phosphate uridylyltransferase subunit GalF",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,45353,955,897,97.32,100,97.32,100,55.22,42565.59,1e-26,37755827,0.0105845248594509,1.75767847946701e-05,1042H
VFG002412,"E. coli common pilus chaperone EcpB",Escherichia coli O157:H7 str. EDL933,44703,712,669,98.06,100,98.06,100,71.32,42609.81,1e-26,37755827,0.0101957686913432,1.69312117911424e-05,1042H
VFG001443,"outer membrane protein A",Escherichia coli O18:K1:H7 str. RS218,43213,1109,1041,97.98,100,97.98,100,44.48,39995.89,1e-26,37755827,0.00989459516841033,1.64310795444202e-05,1042H
VFG000874,"Fimbrin-like protein fimI precursor",Escherichia coli CFT073,43321,575,540,98.7,100,98.7,100,83.77,41624.99,1e-26,37755827,0.00966640077244781,1.60521372827275e-05,1042H
VFG000878,"FimG protein precursor",Escherichia coli CFT073,41952,537,504,97.82,100,97.82,100,88.62,40367.57,1e-26,37755827,0.00954431587311332,1.58494016823321e-05,1042H
VFG000905,"Hemolysin C",Escherichia coli CFT073,49309,718,675,78.81,82.96,95,120.54,78.27,47195.49,1e-26,37755827,0.00936591844851965,1.55531528490926e-05,1042H
VFG000877,"FimF protein precursor",Escherichia coli CFT073,40692,569,534,97.94,100,97.94,100,81.99,39015.38,1e-26,37755827,0.0093558804850101,1.55364836904174e-05,1042H
VFG002417,"E. coli common pilus chaperone EcpE",Escherichia coli O157:H7 str. EDL933,39486,806,756,96.96,100,96.96,100,57.45,37131.59,1e-26,37755827,0.0092809909768172,1.54121213041635e-05,1042H
VFG000873,"Type-1 fimbrial protein, A chain precursor",Escherichia coli CFT073,29217,647,606,89.93,100.99,89.05,99.02,65.8,27329.62,1e-26,37755827,0.00860516915621392,1.42898437472565e-05,1042H
VFG034895,"Type III secretion system effector EspY1",Escherichia coli O157:H7 str. EDL933,32755,804,753,94.16,99.87,94.28,100.13,52.78,30418.97,1e-26,37755827,0.00848168098955777,1.40847778648645e-05,1042H
VFG002414,"E. coli common pilus structural subunit EcpA",Escherichia coli O157:H7 str. EDL933,37083,627,588,99.15,100,99.15,100,65.27,35242.37,1e-26,37755827,0.00820112555342425,1.36188842523146e-05,1042H
VFG002413,"regulator protein EcpR",Escherichia coli O157:H7 str. EDL933,27912,632,591,96.95,100,96.95,100,51.93,26071.92,1e-26,37755827,0.006558255398134,1.08907150100893e-05,1042H
VFG034815,"Type III secretion system effector espR1",Escherichia coli O157:H7 str. EDL933,22352,1349,1260,80.32,87.3,92,114.55,22.41,18611.02,1e-26,37755827,0.00526755607197805,8.74736473298993e-06,1042H
VFG048985,"phosphatase PAP2 family protein",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,15770,675,630,88.25,97.62,90.41,102.44,34.11,13854.09,1e-26,37755827,0.00448274045091989,7.444090806384e-06,1042H
VFG049018,"transcriptional regulator RcsB",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,7689,699,651,80.34,93.86,85.6,106.55,19.91,5823.85,1e-26,37755827,0.00259965262824492,4.31701331843534e-06,1042H
VFG005197,"Fibronectin-binding protein-like protein A",Streptococcus pneumoniae R6,5860,1809,1683,90.97,98.4,92.45,101.63,4.71,2139.08,1e-26,37755827,0.00166679674414374,2.76790201329748e-06,1042H
VFG001359,"manganese ABC transporter, manganese-binding adhesion liprotein",Streptococcus pneumoniae TIGR4,2544,1000,930,83.98,90.75,92.54,110.19,3.54,672.1,1e-26,37755827,0.000638433057344411,1.06018934281459e-06,1042H
VFG042972,"signal peptidase I",Streptococcus pneumoniae Taiwan19F-14,527,594,552,76.27,82.43,92.53,121.32,1.23,4.01,0.045,37755827,0.000119594721257335,1.98600381786791e-07,1042H
VFG002173,"aggregation substance Asa1",Enterococcus faecalis V583,349056,1780,3891,93.96,96.4,97.47,103.73,95.69,343751.88,1e-26,3455219,0.171915999982472,0.00146386592477695,1042HH
VFG043508,"Enterococcus faecalis surface protein Fss1, fibrinogen binding protein",Enterococcus faecalis V583,281950,2830,5964,98.51,100,98.51,100,49.54,273572.31,1e-26,3455219,0.141515860178278,0.00120500852481214,1042HH
VFG002196,"polysaccharide lyase, family 8",Enterococcus faecalis V583,236061,2000,4119,98.37,100,98.37,100,61.15,230125.39,1e-26,3455219,0.120642334313867,0.00102727030820648,1042HH
VFG002179,"Enterococcal surface protein; Esp",Enterococcus faecalis str. MMH594,266623,2689,5622,84.97,85.43,99.46,117.05,48.16,258663.05,1e-26,3455219,0.110789653563729,0.000943374663709728,1042HH
VFG002164,"aggregation substance PrgB/Asc10",Enterococcus faecalis V583,173453,1964,3918,87.95,90.1,97.62,110.99,47.73,167647.2,1e-26,3455219,0.0807034564384298,0.000687190487819538,1042HH
VFG042976,"endocarditis and biofilm-associated pilus tip protein EbpA",Enterococcus faecalis V583,143849,1685,3312,99.46,100,99.46,100,44.31,138871.99,1e-26,3455219,0.0702916206565947,0.000598533634373926,1042HH
VFG043509,"Enterococcus faecalis surface protein Fss2, fibrinogen binding protein",Enterococcus faecalis V583,139543,2527,4956,79.3,83.37,95.11,119.94,31.02,132139.52,1e-26,3455219,0.0613895388654858,0.000522732346565285,1042HH
VFG002172,"aggregation substance",Enterococcus faecalis V583,114564,2022,3918,79.4,81.88,96.98,122.13,31.34,108637.31,1e-26,3455219,0.0481562584099513,0.000410050872276395,1042HH
VFG042978,"endocarditis and biofilm-associated pilus major subunit EbpC",Enterococcus faecalis V583,80604,984,1878,99.68,100.32,99.36,99.68,43.75,77697.11,1e-26,3455219,0.0394795912192841,0.000336168991344178,1042HH
VFG002166,"collagen adhesin protein",Enterococcus faecalis V583,70507,1067,2025,97.48,100,97.48,100,36.52,67369.47,1e-26,3455219,0.0354215266290389,0.000301614543388144,1042HH
VFG042977,"endocarditis and biofilm-associated pilus minor subunit EbpB",Enterococcus faecalis V583,57541,758,1431,99.37,100,99.37,100,41.11,55304.75,1e-26,3455219,0.0281772489467502,0.000239929468992476,1042HH
VFG002197,"sugar-binding transcriptional regulator, LacI family",Enterococcus faecalis V583,43900,539,1011,99.11,100,99.11,100,44.74,42308.2,1e-26,3455219,0.0216649960312417,0.0001844775905314,1042HH
VFG002165,"endocarditis specific antigen",Enterococcus faecalis V583,36984,496,927,99.68,100,99.68,100,40.55,35521.94,1e-26,3455219,0.0180045417056316,0.000153308796719252,1042HH
VFG002189,"phosphatidate cytidylyltransferase",Enterococcus faecalis V583,36606,428,801,99.25,100,99.25,100,46.83,35339.64,1e-26,3455219,0.0179666932203203,0.000152986516605957,1042HH
VFG042979,"sortase",Enterococcus faecalis V583,34792,458,855,99.18,100.35,98.83,99.65,42.29,33441.7,1e-26,3455219,0.017379315011388,0.000147984987108409,1042HH
VFG002190,"undecaprenyl diphosphate synthase",Enterococcus faecalis V583,33473,437,816,99.14,100,99.14,100,42.22,32183.34,1e-26,3455219,0.0165013648275373,0.000140509235241674,1042HH
VFG000929,"phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex",Escherichia coli CFT073,205563,894,771,94.94,100,94.94,100,399.06,202894.52,1e-26,11896167,0.05921110632951,0.000346415982015574,1042I
VFG000930,"enterobactin synthase multienzyme complex component, ATP-dependent",Escherichia coli CFT073,265685,4449,3882,95.08,99.3,95.75,100.7,77.92,252628.94,1e-26,11896167,0.0578048558994046,0.000338188680519233,1042I
VFG045349,"adhesin FdeC",Escherichia coli O45:K1:H7 str. S88,252967,4886,4251,93.63,99.13,94.45,100.88,69.71,238677.35,1e-26,11896167,0.056532981886354,0.00033074755143816,1042I
VFG000906,"Hemolysin A",Escherichia coli CFT073,286414,3508,3075,99.38,100,99.38,100,95.22,276059.59,1e-26,11896167,0.0563486994369974,0.000329669402597184,1042I
VFG034772,"Type III secretion system effector EspL4",Escherichia coli O157:H7 str. EDL933,241039,2519,2187,97.35,100,97.35,100,120.46,233585.42,1e-26,11896167,0.0506993324790112,0.000296617647211526,1042I
VFG000876,"Outer membrane usher protein fimD precursor",Escherichia coli CFT073,250256,3031,2637,98.6,100,98.6,100,99.39,241305.46,1e-26,11896167,0.0504386460249789,0.000295092494928959,1042I
VFG002415,"E. coli common pilus usher EcpC",Escherichia coli O157:H7 str. EDL933,220970,2922,2526,98.77,100,98.77,100,91.44,212354.5,1e-26,11896167,0.0444508595184352,0.000260060807947455,1042I
VFG000907,"Hemolysin B",Escherichia coli CFT073,214424,2460,2124,99.44,100,99.44,100,103.05,207153.28,1e-26,11896167,0.0421224000051605,0.000246438100336053,1042I
VFG001444,"putative arylsulfatase",Escherichia coli O18:K1:H7 str. RS218,143956,1679,1428,93.63,100.07,93.56,99.93,122.64,138995.52,1e-26,11896167,0.0337267775771728,0.000197319312184415,1042I
VFG000923,"ferrienterobactin outer membrane transporter",Escherichia coli CFT073,152350,2631,2241,96.74,100,96.74,100,75.1,144635.02,1e-26,11896167,0.0323886161833774,0.000189490367210017,1042I
VFG034866,"Type III secretion system effector EspX4",Escherichia coli O157:H7 str. EDL933,131352,1864,1581,93.36,100,93.36,100,102,125863.48,1e-26,11896167,0.0310343491020677,0.000181567195528804,1042I
VFG000908,"Hemolysin D",Escherichia coli CFT073,133391,1693,1437,98.89,100,98.89,100,96.47,128394.85,1e-26,11896167,0.0266783917870824,0.00015608256393805,1042I
VFG000932,"2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex",Escherichia coli CFT073,109817,1908,1611,95.47,100,95.47,100,79.08,104222.31,1e-26,11896167,0.0245173089927158,0.000143439097790646,1042I
VFG002416,"polymerized tip adhesin of ECP fibers",Escherichia coli O157:H7 str. EDL933,123358,1941,1644,99.09,100,99.09,100,77.41,117652.69,1e-26,11896167,0.0244911670250977,0.000143286153589032,1042I
VFG034754,"Type III secretion system effector espL1",Escherichia coli O157:H7 str. EDL933,114377,2247,1899,97.68,100.05,97.63,99.95,65.07,107807.71,1e-26,11896167,0.0237921376553595,0.000139196465681024,1042I
VFG034873,"Type III secretion system effector EspX5",Escherichia coli O157:H7 str. EDL933,111023,1531,1293,97.14,100,97.14,100,94.79,106512.87,1e-26,11896167,0.0235869424609691,0.000137995966329195,1042I
VFG044165,"enterobactin exporter, iron-regulated",Escherichia coli CFT073,90434,1487,1251,95.44,100,95.44,100,83.25,86066.81,1e-26,11896167,0.0200425119556788,0.000117259191587255,1042I
VFG000931,"isochorismate synthase 1",Escherichia coli CFT073,90749,1412,1188,97.9,100,97.9,100,82.21,86597.24,1e-26,11896167,0.0187954050026727,0.000109962962778426,1042I
